                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     92,                0.54947,                0.50161,                0.28385,                0.78021,                0.99589,                0.82977,                0.91392,                0.84648,                0.93161,                 0.7748,                0.87061,                0.53718,                0.41011,                0.55916,                0.25614,                0.78068,               0.006997,               0.006997,               0.006997
                     93,                0.55149,                0.50825,                0.28445,                0.78004,                0.99641,                0.83013,                0.91367,                0.85846,                0.93414,                0.77713,                0.87307,                0.54886,                0.35923,                0.55516,                0.25343,                0.77879,               0.006964,               0.006964,               0.006964
                     94,                0.55292,                0.50788,                0.28491,                0.78099,                0.99617,                0.83009,                0.91446,                0.83424,                0.93029,                0.77409,                0.87019,                0.53971,                0.42512,                0.57926,                0.26806,                0.78098,               0.006931,               0.006931,               0.006931
                     95,                0.54996,                0.50627,                0.28464,                0.77902,                0.99607,                0.83006,                0.91292,                0.85314,                 0.9357,                0.77803,                0.87279,                0.55537,                 0.3725,                0.57849,                0.25946,                0.77935,               0.006898,               0.006898,               0.006898
                     96,                0.53806,                0.48904,                0.27963,                0.77967,                0.99665,                0.82991,                0.91368,                0.85338,                0.93037,                0.77415,                0.86971,                0.54346,                 0.3702,                0.56556,                 0.2493,                0.77868,               0.006865,               0.006865,               0.006865
                     97,                0.53592,                0.49041,                0.27851,                0.77977,                0.99631,                 0.8301,                0.91361,                 0.8462,                0.93184,                0.77546,                0.87032,                0.54542,                0.38794,                0.55958,                0.25625,                0.77929,               0.006832,               0.006832,               0.006832
                     98,                  0.534,                0.49164,                0.27666,                0.77836,                0.99687,                   0.83,                0.91409,                0.85787,                0.93046,                0.77318,                0.87046,                0.55109,                0.36156,                0.56456,                0.25287,                0.77802,               0.006799,               0.006799,               0.006799
                     99,                0.52644,                0.47469,                0.27581,                0.77889,                 0.9966,                0.83021,                 0.9138,                 0.8527,                0.92864,                0.77273,                0.86822,                0.54194,                0.37936,                0.56154,                0.24842,                0.77913,               0.006766,               0.006766,               0.006766
                    100,                0.52863,                0.47622,                0.27609,                0.77931,                0.99668,                0.82995,                0.91359,                0.86312,                0.93154,                0.77472,                0.86989,                0.55446,                    inf,                0.54279,                0.24139,                0.77754,               0.006733,               0.006733,               0.006733
                    101,                0.52198,                0.47874,                0.27357,                0.77792,                0.99645,                0.83039,                0.91411,                0.85889,                0.93449,                0.77683,                0.87295,                0.55573,                0.35585,                0.55384,                0.24755,                0.77871,                 0.0067,                 0.0067,                 0.0067
