                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     57,                 1.3399,                 1.8405,                  0.559,                0.87655,                0.95873,                0.82116,                0.86659,                0.60108,                0.82428,                 0.7024,                 0.7301,                0.33494,                0.96794,                 1.8355,                0.51208,                0.85443,               0.008152,               0.008152,               0.008152
                     58,                  1.321,                 1.8148,                0.55604,                 0.8754,                0.95635,                0.79579,                0.86562,                0.58308,                0.83342,                0.68717,                0.74078,                0.32511,                 1.0252,                  1.916,                0.48911,                0.85399,               0.008119,               0.008119,               0.008119
                     59,                 1.3436,                   1.83,                0.56245,                0.87451,                 0.9445,                0.82393,                0.87213,                0.57845,                0.79891,                0.69825,                 0.7278,                0.32222,                 1.0671,                 1.9224,                  0.524,                0.84791,               0.008086,               0.008086,               0.008086
                     60,                 1.3072,                  1.839,                0.55541,                0.87439,                0.94407,                0.79831,                0.86014,                0.59804,                0.82327,                0.69365,                0.73396,                0.33259,                0.98134,                   1.95,                0.51324,                0.85527,               0.008053,               0.008053,               0.008053
                     61,                 1.3248,                 1.8267,                0.55925,                0.87595,                0.95038,                0.81713,                0.86345,                0.60679,                0.82012,                 0.7047,                 0.7376,                0.33999,                0.97604,                 1.8501,                0.48917,                 0.8531,                0.00802,                0.00802,                0.00802
                     62,                 1.3168,                 1.8283,                 0.5551,                0.87365,                0.91895,                0.82819,                0.87082,                0.56788,                0.75776,                0.68045,                0.70451,                0.31209,                 1.0873,                 2.6108,                0.55632,                0.86869,               0.007987,               0.007987,               0.007987
                     63,                 1.3146,                 1.8126,                0.55739,                0.87595,                0.95643,                0.81984,                0.87865,                0.62239,                0.81537,                0.69966,                0.73796,                0.32896,                0.93968,                 1.8185,                0.47875,                0.84033,               0.007954,               0.007954,               0.007954
                     64,                 1.3151,                 1.8261,                0.54833,                0.87337,                 0.9531,                0.81653,                0.86347,                0.62129,                0.80347,                0.68904,                  0.721,                0.31686,                0.90839,                 1.8192,                0.48331,                0.86004,               0.007921,               0.007921,               0.007921
                     65,                 1.3127,                 1.8332,                0.55064,                0.87297,                0.94195,                0.82256,                0.86852,                0.59137,                0.81382,                0.70749,                0.74448,                0.33807,                 1.0294,                 1.9333,                 0.5088,                0.84698,               0.007888,               0.007888,               0.007888
                     66,                 1.2931,                  1.799,                0.55123,                0.87411,                0.95556,                0.82877,                 0.8783,                0.62128,                0.82483,                0.71437,                0.74514,                0.34433,                 0.9085,                  1.813,                  0.495,                0.84503,               0.007855,               0.007855,               0.007855
                     67,                 1.3024,                 1.8172,                0.54868,                 0.8745,                 0.9547,                0.81282,                0.87211,                0.61072,                0.78883,                0.67286,                 0.7121,                0.30932,                0.97978,                  1.807,                0.47413,                0.85211,               0.007822,               0.007822,               0.007822
                     68,                 1.2962,                 1.8235,                 0.5494,                0.87524,                0.94404,                0.83152,                0.87107,                0.61146,                0.80745,                0.71256,                0.73206,                0.32682,                0.94442,                 1.9065,                0.51518,                0.85172,               0.007789,               0.007789,               0.007789
                     69,                  1.309,                 1.8424,                0.55299,                0.87396,                0.96125,                0.82263,                0.87625,                0.63562,                0.82501,                0.70855,                 0.7447,                0.34891,                0.89474,                 1.7673,                0.46834,                0.84522,               0.007756,               0.007756,               0.007756
                     70,                 1.3115,                 1.8273,                0.55096,                0.87424,                0.95319,                0.82698,                0.87718,                0.61636,                0.81814,                 0.7121,                 0.7471,                0.34315,                0.93956,                  1.807,                 0.4914,                0.85017,               0.007723,               0.007723,               0.007723
                     71,                 1.3017,                 1.8283,                0.54517,                0.87495,                0.94922,                 0.8178,                0.87862,                0.61278,                0.83313,                0.71642,                0.76415,                0.36227,                0.97224,                 1.7758,                0.47818,                0.85101,                0.00769,                0.00769,                0.00769
                     72,                 1.3067,                 1.8383,                0.54792,                0.87236,                0.95755,                0.82457,                 0.8729,                0.60666,                0.80102,                 0.6925,                0.72094,                 0.3127,                0.95755,                  1.825,                0.49229,                0.85052,               0.007657,               0.007657,               0.007657
                     73,                 1.3021,                 1.8197,                0.55149,                0.87642,                0.95483,                0.82536,                0.87131,                0.60169,                0.82759,                0.71538,                0.74859,                 0.3468,                0.98804,                 1.8646,                0.51925,                0.85284,               0.007624,               0.007624,               0.007624
                     74,                 1.3062,                 1.8271,                0.55087,                0.87397,                0.95439,                0.81793,                0.87352,                0.62159,                 0.8026,                0.68724,                0.72548,                0.31941,                0.92586,                  1.837,                0.47539,                 0.8465,               0.007591,               0.007591,               0.007591
                     75,                 1.2971,                 1.8298,                0.54528,                0.87329,                 0.9552,                0.82335,                0.87391,                 0.6163,                0.81594,                 0.7028,                0.73417,                0.33535,                0.94238,                  1.888,                0.48358,                0.85063,               0.007558,               0.007558,               0.007558
                     76,                 1.2817,                  1.808,                0.54041,                0.87233,                0.94382,                0.82384,                0.87626,                0.60785,                0.79684,                0.69871,                0.71963,                0.29861,                0.95335,                 1.8929,                0.49486,                0.85896,               0.007525,               0.007525,               0.007525
                     77,                 1.2757,                 1.7946,                0.54387,                0.87415,                0.95853,                0.82847,                0.88465,                0.63924,                0.79157,                0.68887,                0.72165,                0.31546,                0.92782,                 1.8828,                0.48701,                0.84714,               0.007492,               0.007492,               0.007492
                     78,                 1.2734,                   1.81,                0.54153,                0.87321,                0.95716,                0.81866,                0.86525,                0.60746,                0.81746,                0.69917,                0.71793,                0.31707,                0.97053,                  1.781,                0.49824,                0.85103,               0.007459,               0.007459,               0.007459
                     79,                 1.2882,                 1.7872,                0.54206,                0.87128,                0.95809,                0.81754,                0.86145,                0.58745,                0.79268,                0.68205,                0.68812,                0.28773,                 1.0094,                 1.8255,                0.51398,                0.85414,               0.007426,               0.007426,               0.007426
                     80,                 1.2601,                 1.7865,                0.53493,                0.87144,                0.95463,                0.81716,                0.86998,                0.60544,                0.79647,                 0.6889,                0.72299,                0.32569,                0.98414,                 1.9262,                0.48819,                0.85568,               0.007393,               0.007393,               0.007393
                     81,                 1.2681,                 1.8054,                0.53788,                0.87156,                0.95828,                0.82381,                0.86558,                 0.5936,                0.83146,                0.71918,                0.74174,                0.32904,                 0.9833,                 1.8506,                0.48928,                0.84799,                0.00736,                0.00736,                0.00736
                     82,                 1.2567,                 1.7957,                 0.5369,                0.87069,                0.95765,                0.82557,                0.87955,                0.62885,                 0.8016,                 0.6929,                0.72898,                0.32085,                0.91405,                 1.8576,                0.47347,                0.84833,               0.007327,               0.007327,               0.007327
                     83,                 1.2618,                 1.7805,                0.53912,                0.87234,                0.95642,                0.82171,                0.86687,                0.59969,                    0.8,                0.69227,                 0.7063,                0.30412,                 0.9876,                 1.9064,                0.49746,                0.85108,               0.007294,               0.007294,               0.007294
                     84,                 1.2779,                 1.8029,                0.53732,                0.87088,                0.96467,                0.83014,                0.87623,                0.61413,                0.81395,                 0.6999,                0.72609,                0.32241,                0.94226,                 1.7789,                0.49424,                0.84518,               0.007261,               0.007261,               0.007261
                     85,                 1.2675,                 1.8203,                0.53552,                0.87165,                0.95551,                0.82531,                0.87671,                0.62896,                0.80138,                0.69367,                0.72517,                0.31571,                0.91528,                 1.7967,                0.47193,                0.85312,               0.007228,               0.007228,               0.007228
                     86,                 1.2666,                 1.8014,                0.54132,                0.87389,                0.95793,                0.82444,                0.88093,                0.62455,                 0.8161,                0.70289,                0.73542,                0.32714,                 0.9308,                 1.8138,                0.47584,                 0.8484,               0.007195,               0.007195,               0.007195
                     87,                 1.2526,                  1.785,                0.53238,                0.87158,                0.96249,                0.82503,                0.87674,                0.62805,                0.81356,                0.69798,                0.72208,                0.31675,                0.87723,                 1.9284,                0.47756,                0.84568,               0.007162,               0.007162,               0.007162
                     88,                 1.2569,                 1.7992,                0.53556,                0.87139,                0.95978,                0.82762,                 0.8795,                0.62804,                0.81878,                0.70551,                0.74263,                0.33998,                0.91591,                  1.763,                0.47217,                0.84598,               0.007129,               0.007129,               0.007129
                     89,                  1.255,                 1.7885,                 0.5314,                0.87059,                0.95845,                0.82392,                0.87456,                0.62359,                0.80524,                0.69396,                0.72744,                0.32894,                0.90784,                  1.861,                0.48889,                0.84795,               0.007096,               0.007096,               0.007096
                     90,                 1.2563,                 1.7888,                0.53294,                0.86929,                0.95775,                0.82721,                0.88474,                0.64328,                0.82511,                0.71043,                0.75435,                0.35918,                0.90866,                 1.7463,                0.47198,                0.84029,               0.007063,               0.007063,               0.007063
                     91,                 1.2618,                 1.7916,                0.53358,                0.87204,                0.96265,                0.81745,                0.87131,                0.60839,                0.82424,                0.70461,                0.73976,                0.34054,                 0.9597,                 1.9014,                0.49102,                0.84995,                0.00703,                0.00703,                0.00703
                     92,                 1.2498,                 1.7869,                0.52676,                0.86848,                0.95364,                0.83136,                0.88497,                0.63374,                0.81314,                0.70539,                0.74677,                0.34945,                0.89745,                 1.7606,                0.47628,                0.84951,               0.006997,               0.006997,               0.006997
                     93,                  1.241,                 1.7952,                0.52628,                  0.868,                0.96242,                0.83143,                0.87608,                0.62844,                0.80015,                0.69339,                0.71177,                0.30518,                0.89992,                 1.9021,                 0.4662,                0.84736,               0.006964,               0.006964,               0.006964
                     94,                  1.237,                 1.7925,                0.52417,                 0.8684,                0.96045,                0.82764,                 0.8773,                0.61926,                0.81299,                0.70324,                0.73374,                0.32641,                0.95621,                 1.8103,                0.47455,                0.84748,               0.006931,               0.006931,               0.006931
                     95,                 1.2456,                 1.7996,                0.52962,                0.86995,                0.96301,                0.83227,                0.87731,                 0.6176,                0.82146,                0.70973,                0.73761,                0.32796,                0.93239,                 1.7413,                0.48377,                0.84539,               0.006898,               0.006898,               0.006898
                     96,                 1.2503,                  1.798,                0.52708,                0.86753,                0.96356,                0.82701,                0.87675,                0.62174,                0.81565,                0.69938,                0.73391,                0.32726,                0.92466,                 1.8017,                0.47068,                0.84562,               0.006865,               0.006865,               0.006865
                     97,                 1.2253,                 1.7825,                 0.5266,                0.86851,                0.95915,                0.83127,                0.88385,                0.62972,                0.81571,                0.70786,                0.74597,                0.34502,                0.93596,                 1.7984,                0.48021,                0.84658,               0.006832,               0.006832,               0.006832
                     98,                  1.238,                 1.7728,                0.53015,                0.87048,                0.96007,                 0.8319,                0.88191,                0.63546,                0.82712,                  0.716,                0.75375,                0.34215,                0.89399,                 1.7635,                0.47542,                0.85194,               0.006799,               0.006799,               0.006799
                     99,                  1.227,                 1.7818,                0.52483,                0.87061,                0.96064,                0.82773,                0.87322,                0.62409,                0.81038,                0.70195,                0.72449,                0.31855,                0.87846,                 1.8916,                0.47473,                0.84714,               0.006766,               0.006766,               0.006766
                    100,                 1.2388,                  1.778,                0.52317,                 0.8692,                0.96553,                0.82879,                0.87401,                0.62263,                0.83033,                0.71236,                0.74369,                0.34602,                0.92022,                  1.773,                0.44544,                0.84263,               0.006733,               0.006733,               0.006733
                    101,                 1.2204,                 1.7834,                0.51578,                0.86918,                0.96456,                 0.8319,                  0.886,                0.65142,                  0.831,                0.71567,                0.75348,                0.34437,                0.85246,                 1.7527,                0.46632,                0.83881,                 0.0067,                 0.0067,                 0.0067
                    102,                 1.2299,                 1.7991,                   0.52,                0.86886,                0.95697,                0.82699,                0.87867,                0.64826,                0.80917,                0.70218,                0.73719,                0.32966,                0.84819,                 1.8091,                0.45139,                0.84464,               0.006667,               0.006667,               0.006667
                    103,                 1.2072,                 1.7781,                0.52062,                0.86891,                0.96421,                0.82827,                0.87994,                0.63093,                0.82199,                0.70725,                0.74055,                0.33145,                0.89594,                 1.7973,                0.47205,                0.84607,               0.006634,               0.006634,               0.006634
                    104,                 1.2177,                 1.7898,                0.52193,                0.86994,                0.96204,                 0.8273,                 0.8823,                0.64488,                0.82464,                0.70914,                0.74677,                0.34103,                0.86737,                 1.7966,                 0.4585,                0.84354,               0.006601,               0.006601,               0.006601
                    105,                 1.2285,                 1.7726,                0.52373,                0.86903,                0.95999,                0.82662,                0.87905,                 0.6334,                  0.817,                0.70589,                0.73994,                0.33265,                0.89811,                 1.7856,                0.45693,                0.84294,               0.006568,               0.006568,               0.006568
                    106,                 1.2145,                 1.7856,                0.52379,                0.86936,                0.95933,                0.83369,                0.88341,                0.63815,                0.81315,                0.70559,                 0.7404,                0.33573,                0.91018,                 1.7614,                0.46137,                0.84683,               0.006535,               0.006535,               0.006535
                    107,                 1.2123,                 1.7834,                0.52018,                0.86846,                0.96248,                0.83065,                0.88261,                0.63731,                0.81906,                0.70672,                0.73999,                0.33706,                 0.8851,                 1.7367,                0.46514,                0.84623,               0.006502,               0.006502,               0.006502
